tconst,Revenue,Budget,Production_Company
tt1322312,"$42,059,111","$32,000,000",Warner Bros.
tt1235189,"$3,494,154","$8,000,000",Freestyle Releasing
tt1323045,"$3,843,774",,Anchor Bay Films
tt1323594,"$543,283,815","$69,000,000",Universal Pictures
tt1234654,"$6,344,112",,Focus Features
tt1027718,"$134,748,021","$70,000,000",Twentieth Century Fox
tt1245526,"$199,006,387","$58,000,000",Summit Entertainment
tt1041804,"$17,177,993","$90,000,000",Freestyle Releasing
tt1270842,"$19,144,719",,Red Flag Releasin
tt1273241,"$32,416",,Phase 4 Films
tt1273678,"$62,574,241","$28,000,000",Lions Gate Films
tt1274300,"$405,861","$20,000,000",Miramax
tt1258998,"$15,003",,Indican Pictures
tt0872230,"$21,500,813","$25,000,000",Universal Pictures
tt1278379,"$801,206",,Overture Films
tt0889573,"$49,843,011","$19,000,000",Miramax
tt1279935,"$152,263,880","$55,000,000",Twentieth Century Fox
tt1282140,"$75,026,327","$8,000,000",Screen Gems
tt1270835,"$156,190",,Vitagraph Films
tt1270761,"$38,269,529","$25,000,000",FilmDistrict
tt1264115,"$19,753",,Mountain Top Releasing
tt0817177,"$4,324,817","$14,000,000",Warner Bros.
tt0879870,"$204,594,016","$60,000,000",Sony Pictures Releasing
tt1268204,"$291,307",,Arthouse Films
tt1032751,"$11,103,434","$42,000,000",Relativity Media
tt1261945,"$290,745,055","$100,000,000",Warner Bros.
tt1270277,"$13,826",,Maya Entertainment
tt1282153,"$160,876",,The Cinema Guild
tt0780653,"$139,789,765","$150,000,000",Universal Pictures
tt1303803,"$550,418",,Rocky Mountain Pictures
tt0815236,"$49,779,728","$20,000,000",Paramount Pictures
tt1250861,"$13,080",,Tostie Productions
tt1250777,"$96,188,903","$30,000,000",Lions Gate Films
tt1294226,"$89,137,047","$20,000,000",Walt Disney Studios Motion Pictures
tt0775543,"$76,185",,Magnolia Pictures
tt1294688,"$11,042,068",,Tribeca Films
tt0775489,"$6,007,194","$17,000,000",Sony Pictures Classics
tt1247667,"$221,590",,Anchor Bay Films
tt0427152,"$86,855,739","$69,000,000",DreamWorks
tt1301990,"$46,029","$3,000,000",Image Entertainment
tt1302067,"$203,509,374","$80,000,000",Warner Bros.
tt1038919,"$136,333,522","$40,000,000",Sony Pictures Releasing
tt1038686,"$67,918,658","$26,000,000",Screen Gems
tt1255953,"$6,797,861","$6,800,000",Sony Pictures Classics
tt1287878,"$2,539,040",,Kino International
tt1285016,"$224,920,375","$40,000,000",Sony Pictures Releasing
tt0892318,"$79,293,444","$30,000,000",Summit Entertainment
tt0892769,"$494,879,471","$165,000,000",DreamWorks
tt0892791,"$752,600,867","$165,000,000",DreamWorks
tt1287468,"$112,483,764","$85,000,000",Warner Bros.
tt1288376,"$1,338,132",,Olive Films
tt0817230,"$216,528,528","$52,000,000",Warner Bros.
tt0896872,"$1,870,392",,The Samuel Goldwyn Company
tt1037705,"$157,107,755","$80,000,000",Warner Bros.
tt1028576,"$60,321,861","$35,000,000",Walt Disney Studios Motion Pictures
tt0429493,"$177,238,796","$110,000,000",Twentieth Century Fox
tt1291652,"$8,444,544",,The Weinstein Company
tt0926084,"$972,584,232",,Warner Bros.
tt1196134,"$88,335",,Freestyle Releasing
tt1020773,"$7,736,632",,IFC Films
tt1385867,"$55,611,001","$30,000,000",Warner Bros.
tt1386588,"$170,458,922","$100,000,000",Sony Pictures Releasing
tt1386683,"$1,853,321",,Strand Releasing
tt1386932,"$15,089,448",,Variance Films
tt1020558,"$6,890,432","$12,000,000",Magnolia Pictures
tt1075747,"$10,903,312","$47,000,000",Warner Bros.
tt0435761,"$1,067,316,101","$200,000,000",Walt Disney Studios Motion Pictures
tt1371155,"$12,629,471",,Sony Pictures Classics
tt1020938,"$10,219,306",,Focus Features
tt1375666,"$839,030,630","$160,000,000",Warner Bros.
tt1375670,"$271,457,301","$80,000,000",Sony Pictures Releasing
tt1403865,"$252,276,927","$38,000,000",Paramount Pictures
tt0964517,"$129,190,869","$25,000,000",Paramount Pictures
tt1403144,"$3,101,465",,Film Movement
tt1403177,"$449,702","$7,000,000",Wrekin Hill Entertainmen
tt1403981,"$56,032,889","$16,000,000",Summit Entertainment
tt1196340,"$80,112",,IFC Films
tt1196141,"$76,196,538","$15,000,000",Twentieth Century Fox
tt0968264,"$15,625,544","$25,000,000",Roadside Attractions
tt1391137,"$60,673,972","$20,000,000",Lions Gate Films
tt1392197,"$83,761,844","$50,000,000",Twentieth Century Fox
tt1393746,"$100,297,508",,China Lion Film Distribution
tt1396221,"$25,603",,Image Entertainment
tt0963966,"$215,283,742","$150,000,000",Walt Disney Studios Motion Pictures
tt1401143,"$4,087,363",,Oscilloscope
tt1399683,"$13,796,834","$2,000,000",Roadside Attractions
tt0955308,"$321,669,741","$200,000,000",Universal Pictures
tt1341167,"$6,149,356",,Drafthouse Films
tt0935075,"$5,144,717","$5,000,000",Lions Gate Films
tt1340107,"$13,004,504","$5,500,000",Sony Pictures Classics
tt0808510,"$112,462,508","$48,000,000",Twentieth Century Fox
tt0938283,"$319,713,881","$150,000,000",Paramount Pictures
tt1340773,"$11,514",,The Samuel Goldwyn Company
tt1226229,"$91,720,255","$40,000,000",Universal Pictures
tt1023114,"$24,172,201","$30,000,000",Newmarket Films
tt0842926,"$34,758,951","$4,000,000",Focus Features
tt1341188,"$48,668,907","$120,000,000",Sony Pictures Releasing
tt1341341,"$48,174",,Magnolia Pictures
tt0480255,"$29,397,654","$25,000,000",Warner Bros.
tt1228987,"$27,093,592","$20,000,000",Overture Films
tt1228705,"$623,933,331","$200,000,000",Paramount Pictures
tt1334260,"$9,918,093","$15,000,000",Fox Searchligh
tt1334553,"$453,708",,Magnolia Pictures
tt1336617,"$9,933,873","$7,000,000",Fox Searchligh
tt1226753,"$45,636,368","$20,000,000",Focus Features
tt1226273,"$81,126,522","$80,000,000",Warner Bros.
tt1212419,"$106,956,330","$50,000,000",Warner Bros.
tt1356864,"$626,396",,Magnolia Pictures
tt1216492,"$32,686,500","$19,000,000",Universal Pictures
tt1213648,"$8,307,227",,IFC Films
tt1213012,"$50,507,267",,Lions Gate Films
tt0954947,"$4,052,191","$13,000,000",IFC Films
tt1212454,"$51,138",,IFC Films
tt1212436,"$77,477,008","$35,000,000",CBS Films
tt1356763,"$87,727",,The Samuel Goldwyn Company
tt0944835,"$293,503,354","$110,000,000",Sony Pictures Releasing
tt1220888,"$2,169,799",,Moving Pictures Film and Televisio
tt0840361,"$154,026,136","$37,000,000",Warner Bros.
tt1220634,"$300,228,084","$60,000,000",Screen Gems
tt0947810,"$113,377,594","$100,000,000",Universal Pictures
tt1219342,"$140,073,390","$80,000,000",Warner Bros.
tt0947798,"$329,398,046","$13,000,000",Fox Searchligh
tt1523483,"$635,162",,IFC Films
tt1584016,"$3,533,711",,Rogue Pictures
tt1504320,"$484,068,861","$15,000,000",The Weinstein Company
tt1120985,"$15,440,333","$1,000,000",The Weinstein Company
tt1673702,"$2,082,071",,GKIDS
tt1640680,"$2,018,685",,Lorber Films
tt1645089,"$7,871,522","$2,000,000",Sony Pictures Classics
tt1587707,"$5,386,242",,Producers Distribution Agenc
tt1123373,"$51,899,269",,Indomina Medi
tt1667130,"$72,152",,Red Flag Releasin
tt1668200,"$24,792,815",,The Weinstein Company
tt0398286,"$592,462,816","$260,000,000",Walt Disney Studios Motion Pictures
tt1528224,"$28,808",,Lorber Films
tt1555064,"$20,529,194","$15,000,000",Screen Gems
tt1537401,"$188,242",,Strand Releasing
tt1555149,"$63,618,850",,Variance Films
tt1499201,"$9,062,995",,Eros Worldwide
tt1683876,"$338,987",,Music Box Films
tt1536044,"$177,512,032","$3,000,000",Paramount Pictures
tt1556190,"$410,903",,Icarus Films
tt1612774,"$101,729",,Magnolia Pictures
tt1527788,"$44,723,232",,CJ Entertainment
tt1502714,"$21,527",,Oscilloscope
tt1143896,"$744,266",,First Independent Pictures
tt1639901,"$193,981",,Film Movement
tt1639426,"$434,862",,UTV Motion Pictures
tt1638362,"$192,870",,Magnolia Pictures
tt1130884,"$294,805,697","$80,000,000",Paramount Pictures
tt1600524,"$843,423",,IFC Films
tt1666186,"$80,547,866","$20,000,000",Twentieth Century Fox
tt1653911,"$1,830,863","$4,500,000",Music Box Films
tt1602476,"$64,398",,Yash Raj Films
tt1517177,"$3,484,446",,Strand Releasing
tt1545759,"$9,487,445",,Magnolia Pictures
tt1646975,"$701,334",,Lorber Films
tt1646974,"$6,803,887",,Music Box Films
tt1125929,"$146,149","$25,000,000",eOne Entertainmen
tt1646958,"$67,093",,The Film Desk
tt1646926,"$7,487,555",,Sony Pictures Releasing
tt1139328,"$60,331,447","$45,000,000",Summit Entertainment
tt1518812,"$1,205,257","$2,000,000",Oscilloscope
tt1599975,"$6,965,201",,IFC Films
tt1164999,"$25,147,786",,Roadside Attractions
tt1126618,"$60,040,976","$40,000,000",Paramount Pictures
tt1126591,"$89,520,336","$55,000,000",Screen Gems
tt1521848,"$32,309,881",,Music Box Films
tt1001526,"$321,885,765","$130,000,000",DreamWorks
tt1588895,"$1,214,424",,Strand Releasing
tt1167638,"$21,695,883",,Cinedigm Entertainment Group
tt1588337,"$43,803,417",,Sony Pictures Classics
tt1588170,"$12,966,357",,Magnolia Pictures
tt1587729,"$20,967,660",,JS Media & Entertainmen
tt1664894,"$8,183,347",,IFC Films
tt1542344,"$60,738,797","$18,000,000",Fox Searchligh
tt1155076,"$359,126,022","$40,000,000",Sony Pictures Releasing
tt1591095,"$100,106,454","$1,500,000",FilmDistrict
tt0455407,"$54,806,823","$20,000,000",Overture Films
tt1512235,"$422,618","$2,500,000",IFC Films
tt1564585,"$66,984,887","$10,000,000",Universal Pictures
tt1530983,"$324,424",,Strand Releasing
tt1568921,"$149,660,003",,Walt Disney Studios Motion Pictures
tt1534075,"$68,719",,Variance Films
tt1621444,"$2,210,382",,Zeitgeist Films
tt1486190,"$12,037,973",,Sony Pictures Classics
tt1172991,"$8,087,000","$15,000,000",The Weinstein Company
tt1563704,"$200,393",,The Samuel Goldwyn Company
tt1620719,"$2,942,554",,Eros Worldwide
tt1568923,"$320,896",,Oscilloscope
tt0989757,"$114,984,666","$25,000,000",Screen Gems
tt1531663,"$2,820,490","$5,000,000",Roadside Attractions
tt1533117,"$104,731,450",,Variance Films
tt1566648,"$6,433,688",,Paramount Vantage
tt1174042,"$41,642",,IFC Films
tt1704619,"$731,925",,IFC Films
tt1558250,"$49,428",,International WO
tt1534085,"$56,491",,Magnolia Pictures
tt0493949,"$27,293,743","$15,000,000",Twentieth Century Fox
tt1013860,"$5,782,515",,Omni Lab/Freestyle Releasin
tt1135084,"$80,205,382","$32,000,000",Screen Gems
tt1699720,"$52,681",,Zeitgeist Films
tt0758752,"$102,820,008","$30,000,000",Twentieth Century Fox
tt1532503,"$14,311,701","$3,200,000",Focus Features
tt0446029,"$51,691,156","$60,000,000",Universal Pictures
tt1568334,"$802,535",,The Weinstein Company
tt1533013,"$140,123",,Anchor Bay Films
tt1483010,"$7,137",,Real Bean Entertainmen
tt1529572,"$595,802","$4,000,000",Millennium Entertainment
tt1562847,"$184,705","$1,500,000",Variance Films
tt1562450,"$128,203",,First Run
tt1572491,"$3,604,598",,Magnolia Pictures
tt1474889,"$16,613",,Phase 4 Films
tt1576440,"$7,072",,Magnolia Pictures
tt0464154,"$83,188,165","$24,000,000",Dimension Film
tt1570982,"$119,274",,Sony Pictures Releasing
tt1116184,"$171,685,792","$20,000,000",Paramount Pictures
tt1560139,"$43,551,154",,Paladin Films/Unison Film
tt1477076,"$136,151,680","$20,000,000",Lions Gate Films
tt1570989,"$416,498",,IFC Films
tt1559549,"$1,436,391",,National Geographic Entertainment
tt1152822,"$122,216","$2,900,000",Magnolia Pictures
tt1691323,"$134,503",,Strand Releasing
tt1327035,"$4,047,969",,UTV Motion Pictures
tt1022603,"$60,800,444","$7,500,000",Fox Searchligh
tt1234548,"$69,095,771","$25,000,000",Overture Films
tt1134664,"$48,411",,IFC Films
tt1135092,"$1,981,134",,Focus Features
tt1328634,"$1,935,820",,Yash Raj Films
tt1134629,"$2,860,973",,Screen Media Films
tt1232207,"$17,436,509","$20,000,000",Overture Films
tt1220198,"$47,719,794",,Universal Pictures
tt1220220,"$726,936",,Freestyle Releasing
tt1233227,"$68,234,154","$11,000,000",Lions Gate Films
tt1220214,"$20,435",,IFC Films
tt1160368,"$17,280,326",,Twentieth Century Fox
tt1220628,"$1,429,299",,Freestyle Releasing
tt1232783,"$27,206,120","$12,500,000",Summit Entertainment
tt1352824,"$13,657,649","$14,000,000",Sony Pictures Classics
tt1067106,"$325,286,646","$200,000,000",Walt Disney Studios Motion Pictures
tt1232776,"$2,404,300","$3,000,000",IFC Films
tt1324059,"$4,278,081",,UTV Motion Pictures
tt1326733,"$544,890",,IFC Films
tt1134854,"$386,078","$4,000,000",Magnolia Pictures
tt1003034,"$167,938",,IFC Films
tt1334510,"$112,909",,Zeitgeist Films
tt1225822,"$10,848,783","$8,000,000",Miramax
tt0844479,"$10,234,475",,Freestyle Releasing
tt0936471,"$408,229",,Full Circle Releasing
tt1334537,"$473,980",,Magnolia Pictures
tt0844471,"$243,006,126","$100,000,000",Sony Pictures Releasing
tt1136608,"$210,888,950","$30,000,000",TriStar Pictures
tt1057500,"$122,426,792","$60,000,000",Warner Bros.
tt0795351,"$28,190,603","$26,000,000",Paramount Vantage
tt1228953,"$234,540",,First Independent Pictures
tt0810784,"$14,374,652","$8,500,000",Apparition
tt1058017,"$32,406,507","$18,500,000",Warner Bros.
tt1229390,"$389,832",,Studio 18
tt1226271,"$4,091,378",,Sony Pictures Classics
tt1226236,"$11,815,252",,Magnolia Pictures
tt0929632,"$63,649,529","$10,000,000",Lions Gate Films
tt1226232,"$987,053","$6,000,000",Paladin
tt0808526,"$807,162","$4,500,000",IFC Films
tt1337051,"$162,974",,IFC Films
tt1226774,"$7,787,487",,IFC Films
tt0844708,"$45,995,223",,Universal Pictures
tt0458525,"$373,062,864","$150,000,000",Twentieth Century Fox
tt0924129,"$3,676,533",,The Weinstein Company
tt0489049,"$961,203",,The Weinstein Company
tt0409459,"$185,382,813","$130,000,000",Warner Bros.
tt1230414,"$219,103,655","$85,000,000",Universal Pictures
tt0785006,"$117,252,578",,DreamWorks
tt1230448,"$8,034,797",,Eros Worldwide
tt1135525,"$60,421",,Anchor Bay Films
tt1135503,"$129,540,522","$40,000,000",Sony Pictures Releasing
tt1135487,"$78,176,181","$60,000,000",Universal Pictures
tt0473102,"$3,878,993",,IndustryWorks Picture
tt1346961,"$159,852","$3,000,000",Magnolia Pictures
tt1231580,"$443,140,005","$75,000,000",Twentieth Century Fox
tt1135952,"$1,392,434",,IFC Films
tt1055369,"$836,303,693","$200,000,000",DreamWorks
tt1343097,"$44,276,335",,Music Box Films
tt1159961,"$84,918",,Walt Disney Studios Motion Pictures
tt1054606,"$61,808,775","$30,000,000",Sony Pictures Classics
tt1343110,"$5,240",,Rockstone Releasing
tt0913425,"$37,472,736",,Sony Pictures Classics
tt1571565,"$27,052",,Variance Films
tt1255951,"$10,932,289",,Eros Worldwide
tt1152836,"$214,104,620","$100,000,000",Universal Pictures
tt0795438,"$10,726,909","$5,000,000",Screen Gems
tt0892767,"$2,405,815",,Lions Gate Films
tt1285309,"$7,043,835","$10,000,000",Roadside Attractions
tt1037163,"$1,037,505",,IFC Films
tt0892782,"$381,509,870","$175,000,000",DreamWorks
tt0433362,"$51,417,188","$20,000,000",Lions Gate Films
tt0362478,"$33,334,176","$30,000,000",Warner Bros.
tt0891592,"$12,764,201",,Twentieth Century Fox
tt1035736,"$50,812,934","$23,000,000",Sony Pictures Classics
tt0889583,"$138,805,831",,Universal Pictures
tt1258120,"$1,199,877",,Lorber Films
tt0898367,"$27,639,579","$25,000,000",Dimension Film
tt0450405,"$39,291,383","$40,000,000",Universal Pictures
tt0899106,"$36,088,028","$18,000,000",Universal Pictures
tt0775552,"$57,881,056","$45,000,000",Twentieth Century Fox
tt1144884,"$186,167,139","$40,000,000",Warner Bros.
tt1294213,"$5,682,554","$15,000,000",Anchor Bay Films
tt1251757,"$754,301","$20,000,000",Paramount Vantage
tt0865559,"$20,458,873",,Fox Searchligh
tt1289406,"$10,371,451","$7,300,000",The Samuel Goldwyn Company
tt0485601,"$1,821,949","$8,000,000",GKIDS
tt0896529,"$2,477,315",,IFC Films
tt1269696,"$210,625",,7-57 Releasing
tt0361748,"$321,457,747","$70,000,000",The Weinstein Company
tt1151359,"$1,034,214","$9,000,000",First Look International
tt1151410,"$5,073",,Anchor Bay Films
tt1032815,"$15,821,907","$18,000,000",Twentieth Century Fox
tt1149362,"$19,319,671","$18,000,000",Sony Pictures Classics
tt1270286,"$3,824,868","$500,000",The Samuel Goldwyn Company
tt1149361,"$16,979,882","$42,000,000",Sony Pictures Classics
tt0881891,"$40,105,542",,Twentieth Century Fox
tt1262981,"$221,805",,Magnolia Pictures
tt0448011,"$183,658,498","$50,000,000",Summit Entertainment
tt1263670,"$47,405,566","$7,000,000",Fox Searchligh
tt0780567,"$22,985,194","$55,000,000",Paramount Pictures
tt1266029,"$6,577,779",,The Weinstein Company
tt0878804,"$309,231,694","$29,000,000",Warner Bros.
tt0432283,"$58,087,259","$40,000,000",Twentieth Century Fox
tt0875034,"$54,004,950","$80,000,000",The Weinstein Company
tt1032819,"$17,835",,Reel Diva Consultant
tt0780511,"$16,443,609","$21,000,000",Miramax
tt0870984,"$7,413,863",,IFC Films
tt1277936,"$52,476",,Cinema Purgatorio
tt1151922,"$4,591,629",,Fox Searchligh
tt1032825,"$1,451,343",,IFC Films
tt1034324,"$1,891,936","$7,000,000",Quaker Media
tt1278340,"$2,166,797",,IFC Films
tt1034032,"$40,828,540",,Lions Gate Films
tt1148204,"$77,912,251",,Warner Bros.
tt1274295,"$9,610,033",,UTV Motion Pictures
tt1259571,"$711,025,481","$50,000,000",Summit Entertainment
tt0780521,"$267,045,765","$105,000,000",Walt Disney Studios Motion Pictures
tt0815245,"$41,633,384",,DreamWorks
tt1139282,"$7,943",,IFC Films
tt1546653,"$6,196",,Lorber Films
tt1315962,"$7,556,034",,IFC Films
tt1315981,"$24,964,890","$7,000,000",The Weinstein Company
tt1139668,"$76,514,050","$16,000,000",Universal Pictures
tt0910554,"$23,820",,Picturehouse
tt1046173,"$302,469,017","$175,000,000",Paramount Pictures
tt1155056,"$91,980,359",,DreamWorks
tt1314228,"$85,280,250","$58,000,000",Sony Pictures Releasing
tt1045778,"$62,357,900","$60,000,000",Sony Pictures Releasing
tt1045772,"$20,768,906","$13,000,000",Roadside Attractions
tt1241316,"$18,000",,Image Entertainment
tt1313104,"$1,187,434",,Roadside Attractions
tt1238291,"$364,355",,IFC Films
tt1156398,"$102,392,080","$23,600,000",Sony Pictures Releasing
tt1235796,"$1,790,061","$12,000,000",Magnolia Pictures
tt1237838,"$89,442",,Roadside Attractions
tt0913354,"$22,942,221","$20,000,000",Screen Gems
tt1235166,"$17,874,044","$13,000,000",Sony Pictures Classics
tt0457400,"$68,777,554","$100,000,000",Universal Pictures
tt1156143,"$4,834,890",,Sony Pictures Classics
tt1049413,"$735,099,102","$175,000,000",Walt Disney Studios Motion Pictures
tt1320082,"$41,146,351",,The Weinstein Company
tt1247692,"$303,431",,Roadside Attractions
tt1247662,"$100,688","$10,000,000",Roadside Attractions
tt1247640,"$14,103,752",,Magnolia Pictures
tt1153706,"$31,439,140","$25,000,000",Paramount Pictures
tt1041829,"$317,375,031","$40,000,000",Walt Disney Studios Motion Pictures
tt1303828,"$44,462","$3,500,000",Darius Films
tt1247696,"$1,963",,Olive Films
tt0486615,"$618,067",,Studio 18
tt1247704,"$18,000",,Screen Media Films
tt1300851,"$10,629,321","$8,000,000",Apparition
tt0901476,"$115,375,850","$30,000,000",Twentieth Century Fox
tt0365929,"$17,976,667","$35,000,000",Warner Bros.
tt0860906,"$41,364,916",,Eleven Arts
tt1311067,"$39,421,467","$15,000,000",Dimension Film
tt1142433,"$6,414,729",,Twentieth Century Fox
tt1142800,"$90,508,336",,Lions Gate Films
tt0403702,"$19,651,093","$18,000,000",Dimension Film
tt1244668,"$18,164,139",,IFC Films
tt0862467,"$282,737",,IFC Films
tt1142988,"$205,599,393","$38,000,000",Sony Pictures Releasing
tt0452694,"$101,344,412","$39,000,000",Warner Bros.
tt1305806,"$35,079,650",,Sony Pictures Classics
tt0814335,"$31,198,531","$20,000,000",Screen Gems
tt1245112,"$18,853,164",,Magnolia Pictures
tt0492044,"$77,578,320",,Lions Gate Films
tt1114740,"$183,348,429","$26,000,000",Sony Pictures Releasing
tt0796366,"$385,680,446","$150,000,000",Paramount Pictures
tt1194263,"$10,522,511","$7,000,000",Sony Pictures Classics
tt1013752,"$360,366,870","$85,000,000",Universal Pictures
tt1085515,"$22,779",,New American Vision
tt1172994,"$101,215",,Magnolia Pictures
tt1114677,"$155,545,279",,Walt Disney Studios Motion Pictures
tt0762125,"$105,647,102","$70,000,000",Sony Pictures Releasing
tt1124039,"$2,186,782",,After Dark Films
tt1124052,"$10,687,316","$12,000,000",Kino International
tt1172233,"$16,691,303","$15,000,000",Fox Searchligh
tt1191111,"$794,042","$16,000,000",IFC Films
tt1512201,"$309,717",,Zeitgeist Films
tt0821640,"$102,366,815",,Warner Bros.
tt1124388,"$659,483",,Slowhand Cinema Releasing
tt1100119,"$28,972,508",,Warner Bros.
tt1193138,"$166,842,739","$25,000,000",Paramount Pictures
tt0380510,"$93,621,340","$65,000,000",DreamWorks
tt1084972,"$8,804,308",,Eros Worldwide
tt1082009,"$2,458,601",,Zeitgeist Films
tt1127715,"$5,102,705",,Focus Features
tt1198138,"$73,830,347","$20,000,000",Screen Gems
tt1127877,"$1,134,837",,The Samuel Goldwyn Company
tt1127896,"$9,975,737","$30,000,000",Focus Features
tt0758746,"$91,509,154","$19,000,000",Warner Bros.
tt0765128,"$83,090,556","$80,000,000",Walt Disney Studios Motion Pictures
tt0964185,"$2,874,474",,American Zoetrope
tt1080016,"$886,686,817","$90,000,000",Twentieth Century Fox
tt1197628,"$26,973,554","$18,000,000",Warner Bros.
tt1197624,"$127,944,208","$50,000,000",Overture Films
tt1019452,"$31,430,334",,Focus Features
tt1406161,"$31,140",,Strand Releasing
tt1083456,"$18,599,102","$20,000,000",Screen Gems
tt0765010,"$43,474,578","$26,000,000",Lions Gate Films
tt0472198,"$44,420,167","$20,000,000",Fox Searchligh
tt1127180,"$90,842,646","$30,000,000",Universal Pictures
tt1082601,"$32,482,728",,Universal Pictures
tt1422119,"$161,110",,Strand Releasing
tt0971209,"$22,955,544","$14,000,000",Universal Pictures
tt1095174,"$29,010,817",,Lions Gate Films
tt1119646,"$469,328,079","$35,000,000",Warner Bros.
tt0976238,"$96,753,696","$35,000,000",Walt Disney Studios Motion Pictures
tt1185836,"$3,037,173",,Fox Searchligh
tt1098327,"$55,720,772",,Twentieth Century Fox
tt1183251,"$4,515,258",,Anchor Bay Films
tt0976222,"$12,225,023",,Summit Entertainment
tt1502396,"$303,574",,Film Movement
tt1186367,"$61,601,280","$40,000,000",Warner Bros.
tt1186370,"$12,035,862",,Anchor Bay Films
tt1093908,"$108,394,089",,Walt Disney Studios Motion Pictures
tt1489167,"$9,812","$30,000",Magnolia Pictures
tt1186830,"$39,457,342","$70,000,000",Newmarket Films
tt1185431,"$3,167,681",,Freestyle Releasing
tt1095217,"$10,606,422","$25,000,000",First Look International
tt0834001,"$92,158,961","$35,000,000",Screen Gems
tt0790627,"$33,745",,IFC Films
tt1097013,"$10,172,519",,Summit Entertainment
tt1183665,"$101,860",,IFC Films
tt0762073,"$13,085,023",,Focus Features
tt0762105,"$4,243,957",,IFC Films
tt0824758,"$20,554,320","$18,000,000",Sony Pictures Classics
tt1439562,"$49,001",,First Run
tt1185242,"$6,783",,Phase 4 Films
tt1187041,"$26,676",,Magnolia Pictures
tt1182345,"$9,760,107",,Sony Pictures Classics
tt1091722,"$17,164,820",,Miramax
tt1426362,"$33,217",,IFC Films
tt0472033,"$48,428,063","$30,000,000",Focus Features
tt0981042,"$352,810",,Blue Collar Releasing
tt1190080,"$791,217,826","$200,000,000",Sony Pictures Releasing
tt1091229,"$13,439,480",,Warner Bros.
tt1190536,"$296,557",,Apparition
tt1167660,"$21,924,245",,Music Box Films
tt1187043,"$60,262,836",,Reliance Big Pictures
tt1433528,"$52,003",,Flicker Alley
tt0974661,"$136,316,880",,Warner Bros.
tt1434447,"$197,650",,Yash Raj Films
tt1016075,"$77,211,836","$18,000,000",Metro-Goldwyn-Mayer (MGM)
tt1442519,"$14,695,775",,NeoClassics Films
tt0386117,"$100,140,916","$100,000,000",Warner Bros.
tt1433540,"$505,699",,Zeitgeist Films
tt1121977,"$5,621,971","$7,000,000",Sony Pictures Classics
tt1188729,"$20,648,328","$33,000,000",Overture Films
tt1092633,"$15,300,885","$10,000,000",Paramount Vantage
tt0974014,"$2,058,675",,Newmarket Films
tt1189076,"$2,458,036",,IFC Films
tt1121931,"$34,572,541",,Lions Gate Films
tt1180311,"$7,447",,Lorber Films
tt1210071,"$9,069","$10,000,000",Third Rail Releasing
tt1111422,"$150,166,126","$100,000,000",Sony Pictures Releasing
tt0492896,"$17,282",,Rocket Releasing
tt1071812,"$23,914,731",,The Samuel Goldwyn Company
tt0838241,"$122,575",,Slowhand Cinema Releasing
tt1161418,"$118,492","$10,000,000",Fox Searchligh
tt1131729,"$36,348,784","$50,000,000",Focus Features
tt1131734,"$31,556,061","$16,000,000",Twentieth Century Fox
tt1368491,"$602,059",,The Film Collaborative
tt1210042,"$44,027,682","$17,000,000",Overture Films
tt0499549,"$2,923,706,026","$237,000,000",Twentieth Century Fox
tt1379182,"$689,077",,Kino International
tt1379177,"$896,919",,Anchor Bay Films
tt1174730,"$7,878,856","$6,000,000",Anchor Bay Films
tt0417741,"$934,770,304","$250,000,000",Warner Bros.
tt0808151,"$485,930,816","$150,000,000",Sony Pictures Releasing
tt0960066,"$224,409",,Parallel Media
tt0838232,"$76,025,134","$70,000,000",Sony Pictures Releasing
tt1174732,"$26,096,852","$7,500,000",Sony Pictures Classics
tt0327597,"$131,777,210","$60,000,000",Focus Features
tt1212451,"$16,880",,Cinedigm Entertainment Group
tt1212909,"$54,058",,Audience Alliance Motion Picture Studio
tt1212974,"$439,587",,Freestyle Releasing
tt1474276,"$18,434,328",,GKIDS
tt0768239,"$1,661,518",,Film Movement
tt1001508,"$178,866,158",,Warner Bros.
tt0988045,"$524,028,679","$90,000,000",Warner Bros.
tt1216487,"$67,153,225",,Music Box Films
tt1216496,"$17,267,324",,Magnolia Pictures
tt0986263,"$122,444,772","$80,000,000",Walt Disney Studios Motion Pictures
tt1176740,"$15,779,455","$17,000,000",Focus Features
tt0438488,"$371,353,001","$200,000,000",Warner Bros.
tt1355623,"$38,696",,Strand Releasing
tt1467304,"$325,113",,IFC Films
tt0821642,"$38,332,994",,DreamWorks
tt1213585,"$4,163,135",,Roadside Attractions
tt1477715,"$267,983,588",,Sony Pictures Releasing
tt1107860,"$96,008",,Yari Film Group Releasing
tt0838247,"$2,425,535",,Anchor Bay Films
tt1132588,"$3,234",,Monterey Media
tt1132620,"$104,414,200","$13,000,000",Music Box Films
tt1495823,"$627,088",,Lorber Films
tt1179258,"$9,368,242","$23,000,000",Miramax
tt0465580,"$48,858,618","$38,000,000",Summit Entertainment
tt1075419,"$5,461,200","$15,000,000",Columbia Pictures
tt1103982,"$1,060,941",,Magnolia Pictures
tt1078588,"$95,714,875","$30,000,000",Warner Bros.
tt1075417,"$106,387,141",,Walt Disney Studios Motion Pictures
tt0806203,"$5,805,279",,Paramount Vantage
tt1392888,"$2,372",,Strand Releasing
tt1385912,"$51,733,921",,Lions Gate Films
tt0807028,"$2,269",,Cinedigm Entertainment Group
