tconst,Revenue,Budget,Production_Company
tt0123987,"$29,967,750",,Sony Pictures Releasing
tt0124102,"$713,239",,Artisan Entertainment
tt0124198,"$9,898,412","$30,000,000",PolyGram
tt0124595,"$8,341,087",,PolyGram
tt0124718,"$21,567,853",,Walt Disney Studios Motion Pictures
tt0124879,"$18,253,415",,Walt Disney Studios Motion Pictures
tt0124901,"$3,121",,Legac
tt0125454,"$26,875,268","$23,000,000",DreamWorks Distribution
tt0126604,"$2,281,761",,Fine Line Features
tt0120148,"$11,841,544","$6,000,000",Miramax
tt0120906,"$2,087,471",,Sony Pictures Releasing
tt0120157,"$14,594,226","$60,000,000",Warner Bros.
tt0120838,"$123,104",,Sony Pictures Releasing
tt0120841,"$19,221,939",,Metro-Goldwyn-Mayer (MGM)
tt0120844,"$112,587,658","$58,000,000",Paramount Pictures
tt0120848,"$44,364",,Sony Pictures Releasing
tt0120863,"$98,126,565","$52,000,000",Twentieth Century Fox
tt0120873,"$102,367,405",,Warner Bros.
tt0120902,"$189,176,423",,Twentieth Century Fox
tt0120877,"$20,308,772","$20,000,000",Sony Pictures Releasing
tt0120879,"$1,053,788",,Miramax
tt0120882,"$146,072",,Miramax
tt0120184,"$37,020,277","$80,000,000",Warner Bros.
tt0120888,"$123,306,987","$18,000,000",New Line Cinema
tt0120889,"$55,382,927","$85,000,000",PolyGram
tt0120890,"$30,166,293",,Sony Pictures Releasing
tt0120894,"$54,836",,Miramax
tt0120901,"$9,623,329",,Warner Bros.
tt0127536,"$82,150,642","$30,000,000",Gramercy Pictures (I)
tt0133363,"$357,549",,Fine Line Features
tt0133751,"$40,283,786","$15,000,000",Miramax
tt0120008,"$19,204,929",,Sony Pictures Releasing
tt0133952,"$116,672,912","$70,000,000",Twentieth Century Fox
tt0134067,"$140,894,675","$24,000,000",Paramount Pictures
tt0134619,"$17,514,980",,Metro-Goldwyn-Mayer (MGM)
tt0133122,"$21,521",,Lions Gate Films
tt0119942,"$52,090,187","$65,000,000",Universal Pictures
tt0136244,"$1,263,279","$12,000,000",Stratosphere Entertainment LL
tt0137401,"$5,974,732",,Lions Gate Films
tt0137439,"$2,221,438",,October Films
tt0119934,"$777,423","$25,000,000",Warner Bros.
tt0138097,"$289,317,794","$25,000,000",Miramax
tt0133189,"$299,569",,Sony Pictures Classics
tt0127722,"$1,036,818",,Trimark Pictures
tt0129884,"$250,147",,New Line Cinema
tt0127723,"$25,605,015",,Sony Pictures Releasing
tt0128442,"$22,912,409",,Miramax
tt0128445,"$17,196,103","$9,000,000",Walt Disney Studios Motion Pictures
tt0128853,"$250,821,495","$65,000,000",Warner Bros.
tt0129290,"$202,292,902","$90,000,000",Universal Pictures
tt0129387,"$369,884,651","$23,000,000",Twentieth Century Fox
tt0131857,"$7,027,290",,Universal Pictures
tt0130018,"$40,002,112","$65,000,000",Sony Pictures Releasing
tt0120070,"$14,328","$10,000,000",Lions Gate Films
tt0130827,"$7,267,585",,Sony Pictures Classics
tt0120832,"$103,891,409","$73,000,000",Paramount Pictures
tt0120831,"$5,502,773",,Fox Searchligh
tt0120669,"$10,680,275","$18,500,000",Universal Pictures
tt0120631,"$98,005,666","$26,000,000",Twentieth Century Fox
tt0120632,"$198,685,114",,Warner Bros.
tt0120633,"$56,709,981","$75,000,000",Walt Disney Studios Motion Pictures
tt0120642,"$4,390",,Twentieth Century Fox
tt0120643,"$2,287,818",,Sony Pictures Classics
tt0120645,"$4,356,216",,Walt Disney Studios Motion Pictures
tt0120647,"$349,464,664",,Paramount Pictures
tt0120654,"$10,023,282",,Metro-Goldwyn-Mayer (MGM)
tt0120660,"$250,849,789","$90,000,000",Walt Disney Studios Motion Pictures
tt0120670,"$8,165,212","$19,000,000",Twentieth Century Fox
tt0120623,"$363,258,859","$120,000,000",Walt Disney Studios Motion Pictures
tt0120684,"$6,451,628","$10,000,000",Lions Gate Films
tt0120685,"$379,014,294","$130,000,000",Sony Pictures Releasing
tt0120686,"$159,710,793","$50,000,000",Sony Pictures Releasing
tt0120687,"$3,719,509",,Miramax
tt0120692,"$913,834",,Miramax
tt0120693,"$17,460,020",,Universal Pictures
tt0120694,"$55,041,738","$17,000,000",Dimension Films
tt0120696,"$19,870,567","$70,000,000",Paramount Pictures
tt0120274,"$1,897,948",,Sony Pictures Classics
tt0120321,"$6,745,362",,Miramax
tt0120701,"$12,069,719","$60,000,000",Walt Disney Studios Motion Pictures
tt0120587,"$171,757,863","$105,000,000",DreamWorks Distribution
tt0120449,"$1,726,567",,Sony Pictures Classics
tt0120484,"$185,991,646","$23,000,000",Walt Disney Studios Motion Pictures
tt0120510,"$282,175","$6,000,000",Miramax
tt0120382,"$264,118,712",,Paramount Pictures
tt0120533,"$5,078,660",,Miramax
tt0120576,"$15,923,122",,Sony Pictures Releasing
tt0120577,"$16,757,163",,Miramax
tt0120586,"$23,875,127","$20,000,000",New Line Cinema
tt0120591,"$553,709,788","$140,000,000",Walt Disney Studios Motion Pictures
tt0120324,"$16,316,273","$30,000,000",Paramount Pictures
tt0120594,"$50,832",,Miramax
tt0120595,"$69,131,860","$90,000,000",Universal Pictures
tt0120598,"$12,218,638",,PolyGram
tt0120603,"$22,852,487","$80,000,000",Walt Disney Studios Motion Pictures
tt0120609,"$27,007,143",,Sony Pictures Releasing
tt0120610,"$12,951,088",,Universal Pictures
tt0120611,"$131,211,377",,New Line Cinema
tt0120699,"$166,082",,Gramercy Pictures (I)
tt0120703,"$39,278,722","$20,000,000",Twentieth Century Fox
tt0120828,"$164,839,294",,Walt Disney Studios Motion Pictures
tt0120789,"$49,805,462","$60,000,000",New Line Cinema
tt0120777,"$5,881,367",,Sony Pictures Classics
tt0120780,"$77,745,966",,Universal Pictures
tt0120782,"$5,878,911",,Sony Pictures Releasing
tt0120783,"$92,108,659",,Walt Disney Studios Motion Pictures
tt0120787,"$128,038,368",,Warner Bros.
tt0120788,"$1,171,001",,Artisan Entertainment
tt0120791,"$46,733,235","$75,000,000",Warner Bros.
tt0120773,"$18,912,328",,Paramount Pictures
tt0120793,"$1,130,732",,Miramax
tt0120794,"$218,613,188","$70,000,000",DreamWorks Distribution
tt0120800,"$22,510,798",,Warner Bros.
tt0120802,"$10,019,109","$18,000,000",Lions Gate Films
tt0120812,"$244,721,064","$33,000,000",New Line Cinema
tt0120813,"$45,724","$1,000,000",October Films
tt0120815,"$482,349,603","$70,000,000",DreamWorks Distribution
tt0120820,"$12,874,899",,Dimension Films
tt0120823,"$2,198,044",,Fox Searchligh
tt0120776,"$26,616,840",,Universal Pictures
tt0120772,"$46,905,889",,Twentieth Century Fox
tt0120706,"$1,214,198",,Sony Pictures Classics
tt0120741,"$19,889,299","$10,000,000",Walt Disney Studios Motion Pictures
tt0120219,"$12,355",,Miramax
tt0120723,"$4,106,588",,Universal Pictures
tt0120724,"$10,319,915",,Sony Pictures Releasing
tt0120725,"$7,571,115",,Walt Disney Studios Motion Pictures
tt0120213,"$80,837",,Sony Pictures Releasing
tt0120728,"$3,020,601",,Gramercy Pictures (I)
tt0120731,"$21,061,339",,Fine Line Features
tt0120735,"$3,753,929",,Gramercy Pictures (I)
tt0120738,"$136,159,423","$80,000,000",New Line Cinema
tt0120742,"$3,572,443",,Warner Bros.
tt0120744,"$182,968,902",,Metro-Goldwyn-Mayer (MGM)
tt0120746,"$250,288,523","$95,000,000",Sony Pictures Releasing
tt0120749,"$93,107,289",,Universal Pictures
tt0120751,"$50,632,037","$90,000,000",Walt Disney Studios Motion Pictures
tt0120762,"$304,320,254",,Walt Disney Studios Motion Pictures
tt0120765,"$8,072,007",,Sony Pictures Releasing
tt0120768,"$44,547,681",,Warner Bros.
tt0120769,"$10,452,012",,Twentieth Century Fox
tt0120770,"$30,331,165",,Paramount Pictures
tt0138414,"$871,759",,Strand Releasing
tt0119905,"$23,261,485",,New Line Cinema
tt0144120,"$50,688,658","$25,000,000",Universal Pictures
tt0119778,"$3,395,581",,Miramax
tt0144801,"$92,113",,Zeitgeist Films
tt0145048,"$104,255",,Legac
tt0145734,"$3,970,078","$20,000,000",Miramax
tt0146336,"$72,527,595","$14,000,000",Sony Pictures Releasing
tt0140796,"$10,224,116",,Miramax
tt0140888,"$5,971,073",,Sony Pictures Classics
tt0141105,"$30,229",,Regent Releasing
tt0141109,"$34,562,556","$85,000,000",Warner Bros.
tt0119842,"$54,754",,Shooting Gallery
tt0142231,"$5,672,903",,Miramax
tt0147004,"$4,611,784",,Miramax
tt0119683,"$14,096,321",,Sony Pictures Releasing
tt0119621,"$2,297,096",,Sony Pictures Classics
tt0154420,"$1,657,778",,October Films
tt0154506,"$126,052","$6,000",Zeitgeist Films
tt0119594,"$15,055,091","$37,000,000",Paramount Pictures
tt0155753,"$12,214,338","$30,000,000",Walt Disney Studios Motion Pictures
tt0119577,"$354,004",,Strand Releasing
tt0155975,"$37,170,655","$60,000,000",Universal Pictures
tt0147612,"$2,982,011",,Good Machine
tt0119670,"$2,652,246",,Miramax
tt0149151,"$524,864",,Sony Pictures Releasing
tt0149723,"$2,048,740",,Fine Line Features
tt0119643,"$142,940,100","$90,000,000",Universal Pictures
tt0150433,"$424,798",,Zeitgeist Films
tt0150662,"$219,331",,Strand Releasing
tt0150915,"$4,912,892",,October Films
tt0139898,"$3,146",,Stratosphere Entertainment LL
tt0139362,"$1,960,216",,October Films
tt0119891,"$5,624,282",,Miramax
tt0139615,"$1,009,819",,Trimark Pictures
tt0138704,"$3,221,152",,Artisan Entertainment
tt0119432,"$59,927,618",,Walt Disney Studios Motion Pictures
tt0119467,"$801,728",,October Films
tt0118623,"$858,553",,Warner Bros.
tt0119951,"$41,230,799","$28,000,000",Paramount Pictures
tt0119937,"$589,304","$8,000,000",Walt Disney Studios Motion Pictures
tt0118583,"$161,376,069","$75,000,000",Twentieth Century Fox
tt0118617,"$139,804,348",,Twentieth Century Fox
tt0118632,"$19,868,354",,October Films
tt0118571,"$315,156,409","$85,000,000",Sony Pictures Releasing
tt0119448,"$623,983",,Sony Pictures Classics
tt0119644,"$4,073,582",,Trimark Pictures
tt0118586,"$292,577",,Fine Line Features
tt0119485,"$5,684,789","$28,000,000",Walt Disney Studios Motion Pictures
tt0118604,"$26,570,463","$25,000,000",Walt Disney Studios Motion Pictures
tt0120257,"$397,020",,Sony Pictures Releasing
tt0120255,"$3,263,585",,Fine Line Features
tt0119630,"$1,935,539",,Sony Pictures Releasing
tt0119484,"$6,112,613",,Universal Pictures
tt0118607,"$44,229,441","$36,000,000",DreamWorks Distribution
tt0119214,"$19,745,922",,Walt Disney Studios Motion Pictures
tt0120241,"$1,740,156","$5,000,000",Artisan Entertainment
tt0119472,"$214,139",,Phaedra Cinema
tt0119887,"$3,600,616",,Sony Pictures Releasing
tt0119468,"$60,527,873","$27,000,000",Paramount Pictures
tt0119640,"$4,529,843",,Universal Pictures
tt0118615,"$136,885,767",,Sony Pictures Releasing
tt0119654,"$589,390,539","$90,000,000",Sony Pictures Releasing
tt0119210,"$6,492,660",,Paramount Pictures
tt0118698,"$496,059",,The Samuel Goldwyn Company
tt0120207,"$1,801,972","$16,000,000",Warner Bros.
tt0118708,"$31,480,418",,Sony Pictures Releasing
tt0119675,"$25,480,803","$30,000,000",Miramax
tt0119987,"$83,488",,Paramount Pictures
tt0120201,"$121,214,377","$105,000,000",Sony Pictures Releasing
tt0119396,"$39,675,292","$12,000,000",Miramax
tt0119395,"$159,330,280","$60,000,000",Universal Pictures
tt0119381,"$5,936,344",,Twentieth Century Fox
tt0118691,"$11,486,880","$16,000,000",Paramount Pictures
tt0118647,"$332,597",,Sony Pictures Releasing
tt0120211,"$228,455",,October Films
tt0118655,"$67,711,748","$16,500,000",New Line Cinema
tt0119664,"$32,000,301",,Walt Disney Studios Motion Pictures
tt0118663,"$7,338,279",,New Line Cinema
tt0118689,"$251,212,670","$18,000,000",Gramercy Pictures (I)
tt0119665,"$26,682",,Lions Gate Films
tt0119209,"$116,717",,Gramercy Pictures (I)
tt0119668,"$25,105,255","$35,000,000",Warner Bros.
tt0119978,"$45,916,769",,Paramount Pictures
tt0118688,"$238,253,988","$125,000,000",Warner Bros.
tt0119488,"$126,216,940",,Warner Bros.
tt0119215,"$23,712,993",,Paramount Pictures
tt0118570,"$23,144,499",,Walt Disney Studios Motion Pictures
tt0119567,"$618,638,999","$73,000,000",Universal Pictures
tt0120514,"$2,158,775",,Sony Pictures Classics
tt0120520,"$13,692,848",,Miramax
tt0119925,"$17,626,234","$80,000,000",Warner Bros.
tt0116922,"$3,836,807",,October Films
tt0120524,"$15,738,769",,Liv
tt0120376,$309,,Warner Bros.
tt0120366,"$534,010",,October Films
tt0119229,"$28,084,357",,Walt Disney Studios Motion Pictures
tt0117056,"$69,915",,Cowboy Pictures
tt0120512,"$7,342,923",,Warner Bros.
tt0118566,"$2,465,960",,Sony Pictures Classics
tt0120391,"$91,805",,October Films
tt0120394,"$127,923","$3,300,000",Gramercy Pictures (I)
tt0120399,"$6,682,098",,Sony Pictures Releasing
tt0120402,"$9,161,691",,Metro-Goldwyn-Mayer (MGM)
tt0120434,"$36,400,360",,Warner Bros.
tt0120390,"$11,538,235","$55,000,000",Metro-Goldwyn-Mayer (MGM)
tt0119572,"$12,782,749",,New Line Cinema
tt0120483,"$13,717,039","$20,000,000",Warner Bros.
tt0120461,"$122,823,468","$90,000,000",Twentieth Century Fox
tt0120478,"$7,029,025",,Trimark Pictures
tt0120479,"$6,537,036",,Metro-Goldwyn-Mayer (MGM)
tt0120550,"$7,233,324",,Metro-Goldwyn-Mayer (MGM)
tt0119899,"$505,335",,Legac
tt0119586,"$394,079",,USA Films
tt0118531,"$5,727,130",,Warner Bros.
tt0120275,"$1,080,192",,Sony Pictures Classics
tt0119896,"$44,332,015",,Twentieth Century Fox
tt0119217,"$225,933,435",,Miramax
tt0119620,"$285,038",,New Yorker Films
tt0119509,"$10,925,060","$15,000,000",Universal Pictures
tt0118541,"$3,602,884",,Orion Pictures
tt0119506,"$106,404","$8,000,000",Strand Releasing
tt0118548,"$50,068,310",,Sony Pictures Releasing
tt0119237,"$116,799",,Fine Line Features
tt0118556,"$34,673,095",,Warner Bros.
tt0119502,"$46,362","$4,000,000",Roxie Releasing
tt0118564,"$6,330,054","$6,000,000",Lions Gate Films
tt0120323,"$7,936,780",,Walt Disney Studios Motion Pictures
tt0119558,"$1,071,255","$62,000,000",The Samuel Goldwyn Company
tt0119592,"$10,541,523","$50,000,000",Warner Bros.
tt0119557,"$40,158",,Orion Pictures
tt0117350,"$71,145",,Legac
tt0119535,"$4,366,722",,Twentieth Century Fox
tt0119225,"$5,571,205",,Gramercy Pictures (I)
tt0120347,"$333,011,068",,Metro-Goldwyn-Mayer (MGM)
tt0117786,"$18,814,720",,New Line Cinema
tt0156887,"$563,130",,Palm Pictures
tt0119534,"$59,864",,Lions Gate Films
tt0119528,"$302,710,615",,Universal Pictures
tt0120338,"$2,264,743,305","$200,000,000",Paramount Pictures
tt0119527,"$572,433",,Metro-Goldwyn-Mayer (MGM)
tt0117898,"$51,618",,Metro-Goldwyn-Mayer (MGM)
tt0118742,"$294,064",,Triumph Releasing Corporation
tt0119994,"$22,459,274",,Metro-Goldwyn-Mayer (MGM)
tt0120029,"$15,448,043",,Walt Disney Studios Motion Pictures
tt0118980,"$43,961",,Moonstone Intl
tt0119807,"$44,480,039","$25,000,000",Walt Disney Studios Motion Pictures
tt0125659,"$377,967",,Artisan Entertainment
tt0119248,"$384,793",,Strand Releasing
tt0119809,"$194,201",,Fine Line Features
tt0119008,"$124,909,762",,Sony Pictures Releasing
tt0119013,"$11,438,337",,Sony Pictures Releasing
tt0119822,"$314,178,011","$50,000,000",Sony Pictures Releasing
tt0127288,"$54,751",,Stratosphere Entertainment LL
tt0120094,"$35,764,351",,Warner Bros.
tt0119125,"$785,482",,Walt Disney Studios Motion Pictures
tt0119837,"$52,436",,Legac
tt0124185,"$140,254",,Arrow Releasing
tt0118928,"$178,127,760","$116,000,000",Universal Pictures
tt0119141,"$29,481,428",,Sony Pictures Releasing
tt0119791,"$1,179,002",,Miramax
tt0119137,"$177,977,226",,Walt Disney Studios Motion Pictures
tt0124115,"$79,808",,Zeitgeist Films
tt0124179,"$2,057,193",,Fox Searchligh
tt0119792,"$284,477","$9,000,000",Sony Pictures Classics
tt0124207,"$1,126,602",,Stratosphere Entertainment LL
tt0118954,"$10,686,841","$20,000,000",Fine Line Features
tt0124819,"$602,302",,October Films
tt0119311,"$23,499,102",,Metro-Goldwyn-Mayer (MGM)
tt0118971,"$152,944,660",,Warner Bros.
tt0118972,"$140,807,547","$90,000,000",Sony Pictures Releasing
tt0120032,"$29,235,483",,Walt Disney Studios Motion Pictures
tt0119282,"$252,712,101","$85,000,000",Walt Disney Studios Motion Pictures
tt0119114,"$3,736",,Phaedra Cinema
tt0119859,"$2,007,100",,Fox Searchligh
tt0119280,"$9,229,808",,Miramax
tt0119094,"$245,676,146","$80,000,000",Paramount Pictures
tt0119848,"$30,716,901",,Twentieth Century Fox
tt0119095,"$14,059,077",,Paramount Pictures
tt0119098,"$51,266",,Five Minutes Before the Miracl
tt0119250,"$500,000",,Milestone
tt0119109,"$28,598,376",,Warner Bros.
tt0120053,"$118,063,304",,Paramount Pictures
tt0119303,"$79,082,515","$32,000,000",Twentieth Century Fox
tt0119123,"$16,228,448",,Warner Bros.
tt0128133,"$244,861",,Miramax
tt0120087,"$346,056",,TriStar Pictures
tt0119051,"$43,312,294",,Twentieth Century Fox
tt0120082,"$172,363,301","$24,000,000",Dimension Films
tt0119843,"$1,897,404",,Fox Searchligh
tt0120034,"$123,330",,Fine Line Features
tt0119054,"$9,090",,Legac
tt0119086,"$14,515,490",,Sony Pictures Releasing
tt0119116,"$263,920,180",,Sony Pictures Releasing
tt0119062,"$386,673","$5,000,000",Metro-Goldwyn-Mayer (MGM)
tt0119080,"$14,842,388",,Trimark Pictures
tt0119081,"$26,673,829",,Paramount Pictures
tt0119115,"$9,381,260",,Universal Pictures
tt0120036,"$13,130,349",,Warner Bros.
tt0119715,"$122,417,389","$38,000,000",DreamWorks Distribution
tt0120185,"$29,342,592",,Sony Pictures Releasing
tt0119345,"$125,586,134",,Sony Pictures Releasing
tt0119173,"$48,169,156",,Walt Disney Studios Motion Pictures
tt0119707,"$51,376,861",,New Line Cinema
tt0119709,"$11,838,218",,New Line Cinema
tt0118799,"$230,099,013",,Miramax
tt0118787,"$10,113,400",,Sony Pictures Releasing
tt0118819,"$1,785,901",,Metro-Goldwyn-Mayer (MGM)
tt0120885,"$64,256,513",,New Line Cinema
tt0119718,"$21,437,192","$30,000,000",Walt Disney Studios Motion Pictures
tt0118826,"$877,862",,Miramax
tt0120179,"$164,508,066","$160,000,000",Twentieth Century Fox
tt0118829,"$3,566,637",,Warner Bros.
tt0119174,"$109,423,648",,PolyGram
tt0119177,"$12,532,777",,Sony Pictures Releasing
tt0120177,"$87,840,042","$40,000,000",New Line Cinema
tt0118755,"$22,619,589",,PolyGram
tt0119190,"$174,463,257","$55,000,000",Walt Disney Studios Motion Pictures
tt0119375,"$227,569",,First Run
tt0119361,"$2,804,473",,Sony Pictures Classics
tt0118749,"$43,117,303","$15,000,000",New Line Cinema
tt0118750,"$20,050,376",,Sony Pictures Releasing
tt0119695,"$48,407,611",,New Line Cinema
tt0118760,"$16,534,578",,Universal Pictures
tt0119874,"$110,463,140","$50,000,000",DreamWorks Distribution
tt0118764,"$4,602,341",,Lions Gate Films
tt0120004,"$33,956,608",,Paramount Pictures
tt0119349,"$8,038,061",,Fox Searchligh
tt0119698,"$170,139,173",,Miramax
tt0118771,"$50,159,144","$36,000,000",Paramount Pictures
tt0118772,"$11,690",,Warner Bros.
tt0119723,"$3,309,421",,First Look International
tt0119242,"$77,998",,Strand Releasing
tt0123755,"$565,727",,Trimark Pictures
tt0118887,"$44,862,187","$15,000,000",Miramax
tt0119338,"$375,634","$500,000",United Artists
tt0122529,"$1,338,335",,Sony Pictures Classics
tt0120107,"$2,312,463",,Walt Disney Studios Motion Pictures
tt0119784,"$125,397",,New Line Cinema
tt0119327,"$13,330",,Northern Arts Entertainment
tt0119142,"$32,748,995","$35,000,000",Universal Pictures
tt0118884,"$171,120,329","$90,000,000",Warner Bros.
tt0118880,"$224,012,234","$75,000,000",Walt Disney Studios Motion Pictures
tt0119324,"$626,057","$1,500,000",Miramax
tt0123328,"$17,843",,Metrograph Pictures
tt0120102,"$131,457,682",,Sony Pictures Releasing
tt0118900,"$5,906,773",,Metro-Goldwyn-Mayer (MGM)
tt0118901,"$221,193","$12,000,000",Artisan Entertainment
tt0123385,"$356,749",,Miramax
tt0118883,"$136,982,834",,Warner Bros.
tt0118866,"$537,948",,Artistic License
tt0119731,"$25,804,707",,Warner Bros.
tt0118859,"$1,568,258",,Orion Pictures
tt0120176,"$9,593,903",,Sony Pictures Classics
tt0118836,"$181,233",,Trimark Pictures
tt0118842,"$12,021,272",,Miramax
tt0118845,"$1,143,695",,Kino International
tt0119738,"$299,288,605","$38,000,000",Sony Pictures Releasing
tt0118849,"$933,933",,Miramax
tt0120169,"$43,700,855","$7,500,000",Twentieth Century Fox
tt0120152,"$2,372,903",,Fox Searchligh
tt0120112,"$7,281,450",,Miramax
tt0119164,"$257,938,649","$3,500,000",Fox Searchligh
tt0119152,"$3,446,539",,Warner Bros.
tt0120142,"$14,772,788",,Walt Disney Studios Motion Pictures
tt0120133,"$8,345,056",,Universal Pictures
tt0119780,"$214,661",,Artisan Entertainment
